group,crop,annotator,organelle,all mean,all std,all min_max normalized,all mean_std normalized,disagreement mean,disagreement std,disagreement min_max normalized,disagreement mean_std normalized
group1,01,e1,mito-mem,124.43624592401343,34.42395454377034,0.487985278133386,-0.693789651441005,136.21783232273808,34.01863403144918,0.5341875777362277,-0.41610585009813555
group1,01,gt,mito-mem,123.00314708310354,34.69458212127538,0.48236528267883744,-0.7275667948897852,140.5683745008135,34.57191694827529,0.5512485274541705,-0.3135665952791714
group1,01,a2,mito-mem,122.10840742495323,32.553239636576286,0.47885649970569893,-0.748655186646119,130.42536437781638,31.266540757956044,0.5114720171679074,-0.552630292874084
group1,01,g1,mito-mem,125.01155992758821,34.78804158227517,0.4902414114807381,-0.6802299003114184,137.00285105148293,34.52488253207557,0.537266082554835,-0.3976035043744038
group1,01,predictions,mito-mem,114.34993462893611,32.346423376708884,0.44843111619190634,-0.9315169970765452,123.2694309119367,32.41373690116335,0.48340953298798706,-0.721290670153771
group1,01,i1,mito-mem,132.6474775433813,37.108799692353536,0.5201861864446325,-0.5002566302835434,145.0523655488171,35.648760548464914,0.5688328060737926,-0.20788204336417399
group1,01,a1,mito-mem,125.62209315690818,33.90403323560985,0.4926356594388556,-0.6658400565139772,136.02299111465038,32.65717288172174,0.5334234945672564,-0.42069812192715555
group1,01,d1,mito-mem,126.15869386946989,35.003163487646205,0.49473997595870545,-0.6531927507416783,139.0183213495575,34.21075958114966,0.5451698876453236,-0.3501002705209748
group1,01,refinements,mito-mem,114.42244534172394,32.38107064370079,0.44871547192832917,-0.9298079699826061,123.57908418454765,32.37894150773146,0.4846238595472457,-0.7139923577765703
group1,01,f1,mito-mem,127.71145682958957,35.91598121718497,0.5008292424689786,-0.6165952071887053,140.78230435354115,35.357153557606146,0.5520874680531026,-0.30852441736562936
group1,01,b2,mito-mem,125.05850098538484,34.21262681599173,0.4904254940603327,-0.6791235322106477,136.25069225914433,33.354749082034196,0.5343164402319386,-0.41533136423991857
group1,01,c1,mito-mem,120.27682276184463,32.424122632386975,0.4716738147523319,-0.7918243639131423,128.06144642100804,31.516142241652123,0.5022017506706198,-0.6083461958173639
group1,01,b1,mito-mem,125.49458193043934,34.31310568858233,0.4921356154134876,-0.6688454074812791,137.175264290665,33.26248477074545,0.5379422129045687,-0.3935398441814862
group1,01,e1,mito-lumen,171.3791189556834,34.48961250614488,0.6720749762967976,0.41262123315776666,156.67916364382603,34.460518149469365,0.6144280927208864,0.06615350526258859
group1,01,gt,mito-lumen,167.13961802290865,36.6371698347953,0.655449482442779,0.31269914329922527,149.95245166189352,36.03730366443486,0.5880488300466412,-0.0923904200176137
group1,01,a2,mito-lumen,174.36439108482273,32.7674795744484,0.6837819258228343,0.4829820220029825,163.59147023062442,32.473792823565205,0.6415351773749978,0.22907176636173163
group1,01,g1,mito-lumen,172.0028172158958,34.24457406051043,0.6745208518270424,0.42732136758155354,157.21086659655623,34.26208734477846,0.6165132023394362,0.07868537424038029
group1,01,predictions,mito-lumen,166.49680030833554,35.672092955919425,0.6529286286601393,0.2975483766272158,151.28680456132062,33.979104695210744,0.5932815865149829,-0.06094064976545927
group1,01,i1,mito-lumen,177.6558336908672,32.23337117420812,0.6966895438857538,0.5605590361517097,163.56297717040945,33.112765921020355,0.6414234398839587,0.22840020473967024
group1,01,a1,mito-lumen,175.78288782844774,32.66965375157459,0.6893446581507755,0.5164150041695365,165.44547068520944,33.225895862416785,0.6488057673929782,0.2727692682513164
